wild_count,mutant_count
150,50
158,54
163,55
171,56
163,49
165,51
161,51
160,54
157,56
164,51
161,50
149,43
149,44
152,49
154,50
152,54
159,55
161,55
163,51
166,53
168,54
170,52
178,51
177,51
177,47
173,49
175,53
180,52
177,57
178,56
171,51
173,48
175,48
180,48
175,52
182,49
179,50
185,53
179,49
182,49
175,56
173,56
174,56
163,54
173,57
177,53
179,55
187,58
185,57
184,55
186,51
198,50
200,51
192,54
192,52
186,53
188,50
187,49
196,49
196,49
188,50
189,50
198,47
201,50
197,53
191,50
177,50
177,52
166,51
170,53
170,54
172,50
177,50
172,50
172,48
174,47
177,49
169,54
180,49
179,48
163,53
165,53
152,54
146,54
143,52
140,53
145,50
151,49
150,51
145,53
143,57
143,56
138,60
145,58
147,53
147,51
154,49
151,48
149,48
151,50
145,49
143,48
156,46
155,43
158,44
156,45
156,46
153,42
156,40
156,43
150,38
150,39
159,41
157,41
153,40
152,36
159,36
162,39
161,36
157,35
161,33
168,36
163,36
162,33
160,31
153,36
154,31
154,33
154,33
154,33
154,35
162,31
163,31
162,29
165,27
163,31
163,34
163,35
167,39
174,41
175,43
171,43
178,48
179,51
179,49
183,45
185,48
185,44
190,45
190,48
187,51
188,46
192,48
192,56
190,59
183,57
175,57
178,54
180,61
186,65
187,59
181,62
184,60
186,60
187,61
187,61
186,62
184,60
191,55
193,52
192,54
192,58
184,58
189,62
184,61
179,60
174,62
169,66
173,66
175,68
175,71
163,74
163,74
161,77
156,74
146,74
145,67
143,66
138,64
144,56
141,58
142,58
150,57
150,52
152,53
150,56
154,53
154,52
158,51
154,46
156,46
156,46
165,43
176,44
168,46
168,45
176,45
173,39
176,40
174,43
177,43
178,41
179,40
182,42
182,45
174,43
167,41
173,43
178,46
179,46
180,47
192,50
193,51
197,50
198,51
197,52
196,49
198,45
205,45
204,45
203,45
195,50
191,48
201,50
202,49
205,46
198,47
196,50
197,51
193,56
194,54
180,55
188,54
186,54
192,56
196,53
194,53
193,48
192,49
188,53
201,50
196,51
190,50
193,51
190,49
188,51
192,54
196,50
191,52
186,48
184,48
175,50
183,51
192,45
193,39
198,41
195,49
189,46
193,42
195,45
204,46
196,48
185,49
184,52
184,51
188,52
194,54
196,55
193,56
189,52
190,52
187,51
185,54
183,52
189,51
188,47
185,51
185,51
186,50
187,54
191,53
193,51
196,50
197,51
194,51
197,48
197,39
209,40
210,37
207,33
197,33
207,33
200,31
213,28
197,24
196,24
203,26
194,28
195,30
191,28
194,29
188,31
196,34
197,34
190,33
186,37
179,39
171,44
168,43
163,41
162,42
165,40
161,41
159,39
156,38
172,36
175,38
173,38
167,38
170,38
175,37
172,35
165,36
163,36
159,34
166,36
162,35
161,34
161,31
166,28
174,31
176,29
171,30
166,29
167,30
170,31
171,29
167,26
171,26
164,24
157,25
160,23
163,25
166,29
167,28
162,29
162,31
160,30
161,30
161,34
157,33
151,34
152,30
146,30
148,29
151,31
147,34
144,32
145,33
144,34
149,32
153,33
153,34
158,32
160,34
163,36
162,37
156,39
152,38
144,40
139,37
134,35
139,36
134,36
136,32
143,31
134,34
139,36
151,32
150,30
147,29
143,30
141,30
140,32
135,32
133,32
128,37
130,37
129,38
124,40
131,37
132,39
134,44
124,47
133,48
131,45
132,45
132,43
126,41
131,40
138,42
135,40
131,39
125,39
131,41
135,48
129,49
128,49
123,49
122,53
126,54
123,55
131,52
131,51
132,59
132,62
131,60
128,63
130,60
133,59
140,59
143,62
147,62
157,58
158,57
160,56
152,58
153,57
151,52
157,61
163,65
167,60
159,58
162,60
166,60
160,57
163,61
168,64
170,58
169,59
168,55
174,55
183,54
189,55
186,56
181,59
183,62
173,58
176,61
169,56
172,51
165,52
167,51
162,45
164,47
167,47
165,49
161,54
161,51
153,43
151,40
157,39
149,40
139,36
139,37
144,42
147,41
155,44
158,47
158,47
150,46
148,46
144,49
139,51
139,58
128,57
122,56
124,59
122,56
129,57
128,58
122,61
114,65
119,66
112,62
118,62
121,66
113,66
113,64
114,61
112,60
111,58
118,56
117,55
115,54
120,61
118,56
119,55
117,49
117,52
120,48
129,48
132,44
124,45
123,47
120,48
114,53
116,52
108,54
113,59
115,58
113,52
109,55
111,54
108,56
116,57
111,61
108,58
101,65
103,62
103,62
102,61
113,56
114,55
120,57
123,66
129,66
126,72
128,66
126,70
131,67
131,62
129,58
122,57
121,60
113,59
109,58
111,58
116,62
114,63
114,60
115,56
110,57
106,63
99,66
93,67
96,66
97,64
97,66
97,72
98,71
102,72
101,68
102,76
100,69
100,65
107,74
107,72
108,68
112,64
110,64
108,67
115,64
108,63
108,65
114,69
117,69
127,71
135,69
140,71
136,76
135,76
134,77
135,83
130,76
133,77
123,79
129,75
128,74
127,74
130,73
137,77
135,83
144,87
144,91
139,86
140,94
146,93
144,97
148,103
139,103
143,103
141,99
136,96
138,102
135,105
130,100
129,104
130,101
135,105
135,112
133,112
131,110
134,115
133,112
129,114
127,121
122,125
125,126
124,126
122,122
109,125
107,130
106,130
105,126
99,128
97,128
96,132
100,135
100,142
105,138
110,130
115,135
109,137
111,140
107,139
104,131
106,133
110,126
105,131
109,131
116,135
116,131
113,134
111,131
112,125
117,124
119,123
117,123
115,120
118,127
117,130
121,128
120,130
120,127
116,121
115,115
110,116
110,115
103,107
98,107
94,106
98,104
97,100
96,108
94,100
96,93
99,88
101,84
99,91
98,100
104,95
107,92
106,93
103,88
103,93
101,98
93,94
92,98
97,99
100,101
106,108
109,105
111,110
110,110
112,110
110,119
107,113
100,113
94,112
100,121
101,121
102,123
103,130
105,128
108,122
113,121
119,117
123,119
123,118
120,121
123,118
123,120
125,111
126,111
137,113
136,114
132,108
135,115
127,110
134,116
133,118
132,119
137,112
135,104
132,107
129,115
121,123
115,120
114,121
115,130
119,132
118,128
125,125
123,116
126,118
122,116
122,120
121,122
121,126
123,123
122,121
124,126
126,123
120,120
118,119
118,114
122,125
124,127
125,122
124,114
128,112
126,112
127,116
130,120
133,115
130,118
127,116
123,122
125,124
125,122
123,122
117,121
121,129
124,127
125,123
121,120
115,120
111,128
112,127
114,117
114,122
115,127
115,130
112,128
113,132
103,134
102,140
100,138
105,145
106,144
101,140
104,133
106,134
104,137
104,144
104,141
104,141
106,132
105,131
99,132
105,121
101,118
101,118
95,119
96,115
89,114
87,119
90,117
89,124
88,125
90,117
95,122
102,125
98,126
99,126
99,130
99,133
102,128
99,119
95,116
97,117
99,116
95,115
95,105
101,109
96,108
99,117
98,120
95,115
98,110
101,113
107,111
109,116
110,120
112,122
113,128
112,127
106,129
109,130
106,131
102,131
100,127
108,128
110,133
116,130
120,131
122,128
117,123
114,122
118,119
124,121
128,120
130,107
135,105
140,110
141,109
141,108
141,108
137,104
138,104
131,103
129,101
121,108
121,104
117,113
123,111
128,109
133,108
128,109
125,106
119,105
121,109
117,106
119,109
124,108
123,104
124,102
127,104
135,102
133,106
134,103
131,97
132,99
126,95
125,97
129,95
126,95
132,99
136,97
139,104
136,106
133,106
137,105
134,104
135,97
131,101
131,105
137,108
131,110
130,103
121,106
117,109
124,101
122,105
122,103
120,103
130,111
132,116
131,113
133,117
130,120
134,116
133,116
130,117
124,118
121,118
122,115
124,119
122,118
125,123
126,123
130,119
136,115
133,118
127,118
128,121
127,122
121,123
116,116
120,121
123,114
128,115
122,113
123,110
124,120
126,112
122,111
126,107
122,107
123,105
114,105
108,114
103,115
101,105
105,102
98,102
97,99
104,95
106,102
103,109
106,108
104,107
105,105
109,105
112,100
109,95
107,99
109,93
107,94
110,96
103,92
107,91
111,90
114,97
112,98
110,110
105,123
100,132
104,133
106,140
106,143
102,139
96,133
98,128
97,130
92,140
91,146
98,150
88,149
92,143
