wild_count,mutant_count
150,50
146,50
136,49
136,50
144,51
140,53
134,55
130,59
124,59
123,51
125,51
127,48
124,46
122,45
126,42
125,40
123,43
117,42
116,43
119,39
124,37
123,36
124,34
120,33
124,33
122,31
121,32
119,34
115,36
119,39
117,40
120,38
121,32
122,32
119,30
123,31
120,30
119,30
124,35
127,33
127,34
131,33
130,32
130,34
133,36
128,36
120,37
117,38
115,40
109,41
109,42
109,43
113,41
115,46
123,44
118,48
121,47
120,46
130,45
132,42
134,43
140,44
132,45
136,48
139,50
139,47
140,46
141,47
148,48
149,51
143,51
141,51
144,57
143,50
140,52
138,54
137,54
143,56
146,51
145,49
144,51
153,54
148,58
161,58
155,55
167,54
170,52
160,50
161,48
166,46
169,46
167,48
175,50
176,55
176,51
172,52
169,53
165,58
162,63
153,69
154,68
158,70
156,68
156,69
163,69
162,67
162,71
169,64
169,71
166,68
177,67
187,64
187,57
190,61
197,54
198,49
200,47
195,50
182,47
178,45
177,46
183,43
184,41
183,40
196,37
189,38
201,33
200,35
201,36
207,39
206,37
201,36
201,37
196,38
193,38
196,34
197,33
197,28
202,31
213,29
215,28
220,31
220,31
213,34
213,33
211,30
211,26
209,24
215,24
226,20
228,19
231,20
226,21
227,19
229,17
235,16
230,15
236,15
233,15
237,14
233,15
228,17
223,18
222,16
216,17
208,16
202,15
193,17
190,18
194,17
194,15
186,14
192,12
190,10
179,8
182,9
186,7
185,6
189,7
183,7
177,7
178,7
181,7
186,7
206,5
203,5
200,4
192,2
182,2
172,1
182,1
180,1
168,1
162,1
163,1
167,1
162,1
167,1
163,1
157,1
153,1
159,0
160,0
161,0
159,0
161,0
161,0
166,0
164,0
168,0
162,0
156,0
155,0
150,0
158,0
161,0
159,0
162,0
162,0
158,0
156,0
156,0
152,0
156,0
160,0
166,0
164,0
158,0
156,0
153,0
149,0
153,0
152,0
149,0
149,0
151,0
150,0
156,0
151,0
151,0
149,0
156,0
150,0
150,0
151,0
152,0
152,0
153,0
150,0
157,0
166,0
167,0
174,0
177,0
186,0
193,0
194,0
187,0
194,0
207,0
210,0
206,0
211,0
221,0
221,0
223,0
224,0
232,0
234,0
237,0
229,0
219,0
212,0
212,0
221,0
217,0
221,0
215,0
214,0
224,0
237,0
235,0
233,0
234,0
230,0
224,0
228,0
231,0
227,0
222,0
222,0
233,0
235,0
231,0
234,0
232,0
228,0
231,0
227,0
230,0
231,0
234,0
229,0
229,0
223,0
224,0
230,0
244,0
249,0
246,0
236,0
236,0
234,0
234,0
228,0
225,0
214,0
222,0
221,0
215,0
220,0
228,0
221,0
213,0
206,0
209,0
211,0
205,0
204,0
202,0
195,0
198,0
181,0
174,0
178,0
182,0
186,0
181,0
175,0
167,0
165,0
160,0
165,0
172,0
