wild_count,mutant_count
150,50
149,46
151,52
151,50
144,49
149,45
151,45
148,46
152,46
151,46
162,48
162,48
163,50
157,53
160,56
158,57
157,54
155,56
155,51
147,52
153,53
147,53
151,52
153,51
147,50
152,50
163,48
173,49
178,46
182,46
182,50
178,52
175,52
162,47
161,51
153,52
162,48
163,49
151,47
149,45
147,48
141,44
149,43
148,44
149,43
145,42
157,41
149,36
156,35
152,37
155,33
153,34
150,34
152,31
150,29
154,29
152,30
151,31
149,31
146,27
149,29
147,29
143,32
144,31
145,35
146,36
150,35
153,39
159,41
164,42
163,42
169,41
172,41
168,39
166,38
173,41
173,45
170,38
168,39
162,39
166,37
168,36
165,39
160,37
166,35
160,38
154,40
165,41
168,45
168,42
166,43
163,44
166,46
171,43
178,41
179,42
178,35
167,36
172,34
175,35
171,35
154,37
160,38
159,38
152,35
150,29
157,27
167,29
163,30
158,38
162,41
163,40
163,42
171,44
174,42
170,42
171,40
172,43
175,43
171,43
181,39
190,43
192,42
191,43
190,42
187,39
199,44
198,47
192,46
198,45
200,44
202,44
201,47
199,49
206,44
204,45
202,42
210,40
201,43
203,40
198,40
198,41
195,44
189,43
193,51
198,51
200,51
185,52
186,51
185,53
189,53
194,50
190,46
201,45
202,44
193,45
194,45
189,45
180,44
181,43
182,39
179,39
177,35
173,33
172,29
176,30
187,30
188,31
189,31
187,29
180,27
179,26
178,25
185,28
180,31
186,34
186,29
189,29
198,31
201,33
193,32
190,33
192,31
186,27
187,28
181,29
172,26
167,25
167,25
170,22
171,21
171,24
172,23
175,20
171,17
183,17
190,18
188,17
192,18
193,20
200,23
206,22
205,22
213,22
209,22
209,20
210,24
210,25
213,25
210,24
219,26
223,25
220,25
212,28
200,29
213,30
218,29
220,28
224,26
216,23
221,22
225,24
225,24
215,27
219,30
214,30
200,31
209,31
201,32
192,33
199,30
196,29
199,29
203,31
199,34
202,33
205,33
205,35
196,35
186,33
193,37
188,33
189,31
185,32
190,29
192,25
195,24
193,24
178,23
191,24
204,26
205,22
207,24
212,26
203,21
205,21
199,21
194,21
193,20
197,21
196,19
189,22
184,18
196,20
194,16
202,13
209,14
219,15
218,16
213,13
208,14
215,17
212,17
211,15
220,13
218,13
