wild_count,mutant_count
150,50
151,52
151,54
152,59
154,53
152,56
152,53
141,55
141,59
141,56
144,51
138,54
135,53
140,54
148,59
145,58
144,57
134,58
133,54
129,59
135,60
137,62
137,63
136,62
133,65
133,65
142,64
149,64
149,68
149,69
148,68
151,67
148,70
146,67
142,66
152,72
158,71
167,69
171,72
162,76
167,72
161,72
165,72
176,70
170,70
179,65
176,65
185,60
183,59
177,60
178,56
177,53
175,52
176,53
181,54
178,53
183,58
178,55
180,55
178,53
177,50
182,49
184,49
184,50
179,49
175,47
169,46
172,42
169,41
171,40
166,37
163,37
175,36
177,42
171,39
177,43
176,44
175,47
173,49
180,47
177,48
172,43
174,44
173,43
166,39
173,41
171,41
173,45
167,46
167,46
165,45
162,45
165,45
168,47
161,50
162,55
159,51
163,54
176,58
182,61
177,62
184,64
186,60
188,59
187,60
185,60
188,59
189,59
192,57
187,62
194,56
195,56
193,58
190,54
195,52
187,55
187,55
179,54
174,55
181,51
177,52
173,51
176,53
172,54
168,55
165,57
175,57
183,60
184,59
186,61
191,60
185,55
187,53
185,53
183,53
179,55
170,53
171,53
176,60
177,61
179,56
185,50
187,57
192,58
189,57
182,52
178,50
181,49
176,47
175,48
177,49
183,50
188,48
186,46
187,47
198,48
187,47
185,49
178,52
177,46
175,49
170,46
170,44
166,42
170,41
176,41
176,43
164,43
160,42
165,42
167,41
171,40
170,38
166,37
167,36
169,41
165,39
160,38
169,35
172,33
181,33
176,31
179,31
181,33
181,30
184,31
190,32
182,32
178,29
180,33
172,33
175,34
178,34
171,33
172,33
175,32
175,34
180,33
179,29
179,28
181,30
185,30
179,27
180,30
173,28
168,30
176,32
172,31
176,29
173,30
177,31
185,36
187,35
198,38
192,36
194,31
196,32
195,28
202,30
195,30
181,29
177,35
179,35
173,34
164,33
170,34
158,33
158,34
159,34
162,30
171,25
165,23
165,23
166,23
160,21
158,19
162,18
163,15
165,13
165,12
175,13
187,10
184,10
186,9
186,9
181,11
177,12
188,10
188,10
180,11
180,11
188,12
188,12
185,13
180,14
165,15
162,15
152,15
151,16
157,17
159,20
157,18
163,18
163,17
161,16
165,16
163,20
177,21
178,22
178,21
183,22
188,24
182,24
182,22
177,20
184,17
195,17
196,19
197,21
198,21
200,22
205,22
203,20
201,16
197,17
198,18
195,15
205,15
209,17
219,15
206,14
209,13
205,12
207,10
207,10
200,8
202,8
195,8
205,7
201,7
207,7
204,6
212,7
217,7
219,6
231,5
225,5
221,6
221,6
221,6
229,7
221,6
214,6
209,5
222,4
225,4
228,4
217,5
215,6
214,7
226,6
232,6
230,6
227,8
217,8
229,8
236,9
241,8
242,7
242,6
244,6
237,4
240,4
240,5
238,5
243,4
243,5
236,5
230,5
218,5
219,4
223,4
221,4
222,3
224,3
228,3
222,3
229,3
237,3
245,3
248,3
246,2
244,2
247,2
249,2
235,2
237,3
223,4
229,4
238,4
241,4
242,4
241,4
239,4
246,3
243,2
235,2
224,2
224,2
219,2
219,1
224,1
222,1
223,1
217,1
214,1
213,1
207,0
211,0
208,0
199,0
205,0
198,0
197,0
207,0
199,0
200,0
206,0
202,0
198,0
211,0
205,0
195,0
201,0
196,0
195,0
189,0
174,0
177,0
174,0
182,0
182,0
172,0
176,0
174,0
170,0
175,0
177,0
167,0
165,0
165,0
159,0
159,0
