wild_count,mutant_count
150,50
148,50
144,52
140,49
130,49
128,47
130,45
134,45
134,42
135,43
131,42
137,40
138,38
151,34
145,31
144,26
139,26
131,28
135,29
140,29
139,29
134,27
135,24
129,23
128,23
131,27
123,26
129,27
126,25
127,24
124,26
127,24
127,22
130,20
135,19
136,20
138,21
138,22
143,26
142,22
138,24
137,23
140,21
134,21
136,20
139,20
136,21
135,20
144,21
155,20
148,19
142,20
134,20
137,19
134,19
137,20
129,20
133,20
130,21
132,19
132,21
136,18
136,17
131,21
134,22
143,21
154,20
157,21
148,21
150,21
150,21
153,24
153,24
154,27
154,28
156,29
156,29
153,24
160,22
158,19
158,20
154,20
152,21
154,20
147,21
143,22
141,21
142,21
139,18
139,16
141,13
153,14
145,14
137,13
140,14
138,14
142,12
141,10
141,9
141,10
143,11
146,10
139,11
144,12
141,11
146,11
160,12
164,12
157,12
158,13
160,15
157,16
162,14
164,14
157,13
158,12
159,12
161,11
166,7
170,7
175,7
171,7
172,7
170,7
170,5
167,5
173,5
178,5
182,5
182,6
179,6
184,6
182,6
175,4
170,3
168,3
178,3
181,3
185,3
193,3
194,3
203,4
199,4
202,2
208,1
212,1
222,1
231,1
231,1
234,2
232,3
239,2
227,2
222,2
230,2
232,3
231,2
236,3
233,4
230,3
227,2
236,1
234,1
240,1
230,2
234,3
228,1
238,1
232,1
248,0
251,0
246,0
237,0
235,0
241,0
250,0
247,0
251,0
251,0
244,0
241,0
236,0
236,0
238,0
244,0
241,0
233,0
224,0
222,0
211,0
205,0
210,0
205,0
202,0
196,0
193,0
207,0
199,0
209,0
211,0
209,0
214,0
207,0
212,0
216,0
212,0
214,0
207,0
210,0
214,0
215,0
201,0
196,0
192,0
188,0
195,0
195,0
194,0
188,0
185,0
181,0
184,0
185,0
196,0
192,0
200,0
203,0
187,0
192,0
190,0
186,0
188,0
187,0
179,0
186,0
187,0
184,0
184,0
190,0
191,0
186,0
184,0
190,0
195,0
204,0
204,0
200,0
191,0
185,0
169,0
172,0
172,0
171,0
165,0
160,0
157,0
154,0
149,0
149,0
150,0
149,0
158,0
168,0
167,0
179,0
180,0
177,0
181,0
187,0
192,0
194,0
198,0
197,0
194,0
193,0
195,0
187,0
174,0
181,0
177,0
173,0
176,0
172,0
173,0
170,0
157,0
154,0
154,0
150,0
150,0
151,0
151,0
153,0
151,0
155,0
150,0
151,0
162,0
163,0
161,0
150,0
150,0
151,0
151,0
149,0
149,0
152,0
155,0
155,0
153,0
153,0
150,0
157,0
159,0
152,0
152,0
156,0
153,0
153,0
151,0
165,0
160,0
159,0
159,0
155,0
154,0
158,0
155,0
161,0
159,0
149,0
150,0
153,0
155,0
154,0
162,0
171,0
171,0
175,0
172,0
179,0
175,0
177,0
190,0
199,0
198,0
206,0
215,0
219,0
222,0
211,0
200,0
202,0
199,0
199,0
210,0
205,0
203,0
194,0
190,0
197,0
191,0
196,0
189,0
187,0
185,0
185,0
185,0
193,0
195,0
193,0
191,0
190,0
195,0
188,0
196,0
197,0
194,0
192,0
196,0
198,0
198,0
197,0
197,0
210,0
218,0
215,0
216,0
218,0
218,0
218,0
220,0
220,0
213,0
207,0
222,0
224,0
220,0
221,0
233,0
234,0
228,0
226,0
227,0
224,0
224,0
228,0
223,0
219,0
218,0
218,0
226,0
215,0
214,0
214,0
222,0
231,0
233,0
226,0
222,0
221,0
222,0
219,0
214,0
218,0
227,0
226,0
225,0
212,0
202,0
202,0
199,0
197,0
194,0
196,0
201,0
192,0
193,0
186,0
182,0
188,0
186,0
199,0
194,0
184,0
187,0
189,0
190,0
190,0
194,0
199,0
196,0
196,0
196,0
204,0
200,0
208,0
209,0
213,0
211,0
215,0
220,0
211,0
201,0
208,0
206,0
209,0
211,0
220,0
211,0
208,0
212,0
217,0
217,0
220,0
208,0
213,0
205,0
202,0
205,0
199,0
197,0
197,0
190,0
198,0
189,0
201,0
199,0
201,0
207,0
208,0
222,0
222,0
239,0
246,0
245,0
245,0
243,0
237,0
225,0
222,0
236,0
236,0
232,0
220,0
220,0
230,0
221,0
232,0
229,0
244,0
243,0
248,0
249,0
251,0
249,0
244,0
236,0
236,0
241,0
244,0
245,0
245,0
247,0
248,0
247,0
245,0
247,0
247,0
239,0
246,0
247,0
248,0
251,0
250,0
238,0
242,0
245,0
250,0
248,0
248,0
241,0
240,0
237,0
235,0
236,0
237,0
243,0
237,0
225,0
235,0
228,0
231,0
228,0
245,0
247,0
245,0
246,0
249,0
246,0
251,0
251,0
250,0
242,0
238,0
234,0
235,0
236,0
233,0
222,0
223,0
228,0
226,0
229,0
231,0
235,0
243,0
245,0
236,0
232,0
238,0
232,0
238,0
238,0
248,0
248,0
249,0
243,0
235,0
232,0
244,0
245,0
246,0
243,0
242,0
247,0
251,0
250,0
246,0
245,0
245,0
244,0
241,0
246,0
243,0
247,0
244,0
241,0
234,0
230,0
217,0
217,0
224,0
229,0
220,0
222,0
215,0
218,0
209,0
201,0
200,0
187,0
189,0
194,0
191,0
188,0
178,0
185,0
183,0
186,0
185,0
179,0
181,0
181,0
186,0
193,0
188,0
184,0
188,0
184,0
183,0
189,0
195,0
187,0
192,0
184,0
190,0
179,0
168,0
168,0
168,0
165,0
166,0
165,0
170,0
169,0
169,0
166,0
165,0
163,0
162,0
153,0
163,0
162,0
170,0
169,0
162,0
158,0
159,0
154,0
149,0
153,0
159,0
164,0
168,0
164,0
164,0
174,0
172,0
163,0
163,0
158,0
158,0
156,0
149,0
155,0
149,0
155,0
159,0
156,0
161,0
172,0
171,0
170,0
171,0
170,0
168,0
160,0
169,0
178,0
188,0
184,0
187,0
186,0
185,0
182,0
188,0
189,0
186,0
187,0
185,0
186,0
189,0
195,0
188,0
187,0
181,0
173,0
173,0
178,0
185,0
191,0
187,0
183,0
184,0
188,0
190,0
188,0
184,0
185,0
185,0
180,0
180,0
177,0
171,0
165,0
165,0
160,0
157,0
157,0
152,0
158,0
165,0
154,0
153,0
158,0
160,0
162,0
160,0
162,0
163,0
164,0
168,0
173,0
175,0
173,0
176,0
171,0
167,0
172,0
176,0
172,0
179,0
181,0
187,0
191,0
190,0
193,0
198,0
195,0
193,0
186,0
191,0
197,0
188,0
189,0
191,0
188,0
184,0
182,0
180,0
187,0
195,0
187,0
181,0
183,0
181,0
181,0
189,0
190,0
193,0
199,0
196,0
190,0
191,0
193,0
194,0
191,0
198,0
200,0
211,0
217,0
222,0
209,0
205,0
208,0
215,0
221,0
224,0
218,0
210,0
221,0
225,0
228,0
231,0
235,0
239,0
239,0
238,0
232,0
230,0
227,0
231,0
237,0
239,0
238,0
224,0
231,0
226,0
220,0
219,0
221,0
228,0
227,0
234,0
245,0
234,0
230,0
238,0
237,0
238,0
241,0
242,0
246,0
240,0
249,0
241,0
249,0
243,0
251,0
238,0
238,0
241,0
234,0
233,0
241,0
248,0
251,0
250,0
242,0
241,0
244,0
246,0
243,0
246,0
245,0
247,0
250,0
247,0
248,0
244,0
243,0
248,0
245,0
239,0
230,0
216,0
210,0
214,0
223,0
225,0
228,0
230,0
232,0
236,0
238,0
239,0
245,0
243,0
233,0
234,0
240,0
238,0
233,0
221,0
226,0
221,0
217,0
219,0
235,0
243,0
246,0
245,0
233,0
229,0
225,0
221,0
222,0
219,0
225,0
227,0
218,0
226,0
215,0
205,0
203,0
206,0
206,0
212,0
225,0
233,0
243,0
240,0
242,0
244,0
248,0
246,0
243,0
249,0
244,0
244,0
248,0
250,0
247,0
248,0
245,0
245,0
247,0
244,0
243,0
239,0
237,0
244,0
233,0
229,0
233,0
230,0
233,0
235,0
235,0
234,0
235,0
227,0
230,0
228,0
231,0
227,0
225,0
233,0
224,0
240,0
