steps,wild_mean,mutant_mean,total_count
408,163.643,10.165,173.808
409,164.045,10.025,174.07
410,164.345,9.951,174.296
411,164.122,10.012,174.134
412,163.844,10.047,173.891
413,163.71,10.439,174.149
414,163.456,10.502,173.958
415,163.423,10.49,173.913
416,163.655,10.674,174.329
417,163.778,10.548,174.326
418,163.951,10.514,174.465
419,163.93,10.421,174.351
420,164.626,10.498,175.124
421,163.693,10.592,174.285
422,163.32,10.638,173.958
423,163.199,10.608,173.807
424,163.06,10.581,173.641
425,163.174,10.638,173.812
426,163.061,10.808,173.869
427,162.462,10.846,173.308
428,162.538,10.829,173.367
429,162.035,10.823,172.858
430,162.721,10.787,173.508
431,163.366,10.943,174.309
432,163.051,10.975,174.026
433,163.206,11.04,174.246
434,162.724,11.084,173.808
435,162.425,11.033,173.458
436,162.422,10.909,173.331
437,162.698,10.931,173.629
438,162.515,10.914,173.429
439,162.847,10.846,173.693
440,162.847,10.934,173.781
441,162.887,10.902,173.789
442,162.764,10.953,173.717
443,162.451,11.027,173.478
444,162.878,11.062,173.94
445,162.881,11.146,174.027
446,163.071,11.257,174.328
447,163.368,11.343,174.711
448,163.098,11.23,174.328
449,162.939,11.368,174.307
450,162.677,11.35,174.027
451,162.724,11.448,174.172
452,162.45,11.512,173.962
453,161.739,11.61,173.349
454,160.898,11.626,172.524
455,161.269,11.586,172.855
456,161.751,11.561,173.312
457,161.846,11.498,173.344
458,162.417,11.506,173.923
459,162.236,11.596,173.832
460,162.468,11.607,174.075
461,162.647,11.608,174.255
462,162.483,11.715,174.198
463,161.92,11.715,173.635
464,162.097,11.734,173.831
465,162.937,11.652,174.589
466,162.703,11.707,174.41
467,162.69,11.592,174.282
468,162.185,11.62,173.805
469,162.267,11.554,173.821
470,161.878,11.725,173.603
471,161.825,11.832,173.657
472,162.251,11.998,174.249
473,162.603,11.901,174.504
474,162.199,11.965,174.164
475,162.57,11.94,174.51
476,162.204,12.092,174.296
477,161.698,11.991,173.689
478,161.552,12.146,173.698
479,161.522,12.275,173.797
480,161.494,12.426,173.92
481,161.335,12.36,173.695
482,160.994,12.261,173.255
483,161.335,12.408,173.743
484,161.301,12.593,173.894
485,161.252,12.765,174.017
486,161.743,12.691,174.434
487,161.603,12.789,174.392
488,161.926,12.765,174.691
489,161.478,12.887,174.365
490,161.48,12.831,174.311
491,161.301,12.843,174.144
492,161.246,12.869,174.115
493,160.956,12.997,173.953
494,160.897,12.925,173.822
495,161.274,12.948,174.222
496,160.972,12.965,173.937
497,160.982,13.044,174.026
498,161.201,13.166,174.367
499,161.261,13.296,174.557
500,161.254,13.272,174.526
501,160.799,13.175,173.974
502,160.934,13.412,174.346
503,160.985,13.437,174.422
504,160.32,13.447,173.767
505,159.83,13.559,173.389
506,160.258,13.732,173.99
507,160.452,13.613,174.065
508,160.719,13.354,174.073
509,160.344,13.352,173.696
510,160.879,13.387,174.266
511,161.217,13.358,174.575
512,160.466,13.362,173.828
513,160.937,13.312,174.249
514,161.291,13.523,174.814
515,161.137,13.362,174.499
516,160.612,13.457,174.069
517,160.514,13.241,173.755
518,160.637,12.982,173.619
519,160.888,12.948,173.836
520,161.062,13.173,174.235
521,161.745,13.066,174.811
522,161.583,13.016,174.599
523,161.861,13.211,175.072
524,161.474,12.896,174.37
525,161.67,12.925,174.595
526,161.792,12.922,174.714
527,161.47,12.964,174.434
528,161.136,12.838,173.974
529,160.991,13.27,174.261
530,160.782,13.177,173.959
531,160.906,13.348,174.254
532,161.122,13.206,174.328
533,161.148,13.195,174.343
534,160.866,13.265,174.131
535,160.974,13.499,174.473
536,161.155,13.318,174.473
537,159.914,13.411,173.325
538,159.839,13.469,173.308
539,159.659,13.527,173.186
540,159.622,13.33,172.952
541,159.554,13.387,172.941
542,159.051,13.464,172.515
543,159.309,13.597,172.906
544,159.548,13.614,173.162
545,160.176,13.62,173.796
546,159.985,13.629,173.614
547,160.177,13.664,173.841
548,159.956,13.8,173.756
549,159.558,13.833,173.391
550,159.682,13.74,173.422
551,160.291,13.795,174.086
552,160.307,13.926,174.233
553,159.75,13.761,173.511
554,159.764,13.856,173.62
555,159.539,14.06,173.599
556,159.237,13.878,173.115
557,159.386,13.942,173.328
558,159.174,13.897,173.071
559,158.796,14.037,172.833
560,159.348,13.975,173.323
561,159.356,14.073,173.429
562,159.448,14.041,173.489
563,159.193,13.929,173.122
564,159.449,13.922,173.371
565,159.62,14.008,173.628
566,159.339,14.07,173.409
567,159.657,14.057,173.714
568,159.501,13.956,173.457
569,159.476,13.868,173.344
570,159.16,13.983,173.143
571,159.553,14.108,173.661
572,160.177,13.953,174.13
