wild_count,mutant_count
150,50
153,54
147,51
143,56
144,60
145,56
150,57
150,60
152,63
155,61
152,59
151,58
164,56
173,59
171,60
167,59
157,57
166,53
164,55
171,56
169,56
173,58
177,58
168,59
168,59
165,61
167,61
160,64
158,62
163,63
170,64
172,68
172,68
172,65
179,66
178,69
179,71
175,72
176,73
170,74
172,76
169,77
168,78
166,78
160,73
160,74
162,70
161,75
163,76
165,72
162,69
167,70
170,73
163,74
161,72
153,75
151,75
147,74
156,75
159,82
155,82
153,83
161,79
151,83
144,81
147,84
143,81
147,83
144,76
144,77
141,80
136,84
144,79
143,78
146,75
143,70
142,69
140,69
137,67
136,67
129,70
133,70
132,76
125,75
131,76
130,76
136,75
133,72
132,69
133,73
127,71
127,71
120,72
117,73
116,72
112,75
113,74
113,72
109,77
106,76
97,75
96,73
99,75
94,73
102,68
103,67
103,63
109,72
118,75
116,75
114,81
113,83
114,84
112,83
111,83
108,88
107,87
110,88
104,86
109,84
112,81
109,82
113,75
111,75
111,75
109,75
103,72
110,70
116,71
109,71
111,69
115,68
117,68
113,64
113,60
113,67
114,65
113,69
114,70
121,66
113,69
114,72
105,75
101,71
100,74
100,77
95,79
91,79
91,77
92,83
85,77
88,78
92,74
89,71
90,80
95,77
96,82
96,80
99,86
86,81
92,80
92,84
91,91
97,89
93,89
91,89
89,90
88,90
94,84
100,84
92,88
89,92
87,90
91,91
93,89
90,87
85,92
80,97
76,103
75,110
75,114
76,108
77,112
80,106
72,113
70,117
69,111
70,109
69,108
65,106
68,112
64,110
66,115
63,116
63,121
63,130
67,134
70,136
72,140
68,145
66,138
66,141
62,146
63,144
62,136
63,141
58,147
58,148
52,157
54,159
49,146
49,139
50,146
49,144
50,144
49,151
47,153
42,150
42,151
41,157
40,148
40,154
44,159
45,160
46,154
38,153
38,158
37,162
37,169
35,169
38,174
36,170
37,164
37,165
43,165
45,164
44,163
40,166
42,170
42,167
45,170
44,171
44,180
42,184
41,190
43,198
42,195
43,196
39,199
45,200
45,202
47,203
47,200
46,200
45,194
46,189
50,196
51,192
53,192
54,196
54,192
51,184
50,183
47,182
47,189
50,180
48,176
51,177
47,170
48,171
43,170
46,164
48,167
49,179
49,176
47,188
47,187
45,191
43,188
48,187
46,188
48,190
49,184
47,178
45,175
43,173
42,167
40,171
37,178
35,186
34,192
34,188
31,193
28,200
28,197
29,200
32,204
32,211
34,215
36,213
35,208
36,211
31,210
34,209
30,204
33,210
29,213
34,206
36,211
33,207
34,209
36,203
36,209
32,198
33,192
36,191
33,184
34,192
38,199
39,198
38,186
40,187
41,183
43,184
38,187
39,184
36,182
37,180
35,181
38,191
39,179
42,181
43,184
38,172
38,178
38,176
37,174
37,166
36,167
35,160
41,154
41,158
43,149
41,153
39,154
37,158
41,151
40,143
39,145
38,137
35,131
31,130
37,133
38,129
38,126
32,126
34,126
34,129
37,133
34,140
34,141
33,141
31,144
31,152
27,148
25,152
24,153
23,148
22,153
22,161
21,161
21,167
22,170
20,170
20,176
22,177
23,182
22,174
27,173
29,163
31,163
27,157
27,159
23,159
22,162
23,163
24,166
26,169
26,173
29,165
28,172
28,166
28,167
29,169
29,165
27,163
28,168
28,175
26,176
24,181
28,180
30,177
31,177
30,181
31,183
31,187
33,188
34,179
37,192
35,195
35,199
33,202
39,202
41,197
38,203
36,200
40,195
43,198
46,198
44,192
41,193
42,202
37,197
35,193
32,198
33,201
35,191
37,191
33,183
33,189
29,190
34,188
32,190
32,186
33,188
32,182
32,181
28,174
31,169
34,160
32,157
34,154
36,150
38,152
34,156
32,148
35,153
37,158
39,155
43,150
42,158
40,153
43,157
44,156
43,153
43,156
43,170
42,175
43,177
42,179
39,175
41,183
43,181
40,171
38,164
37,163
36,163
35,157
35,163
35,164
35,163
33,166
34,157
37,152
37,148
41,145
41,140
38,135
37,141
38,147
37,152
34,155
33,157
34,162
34,166
32,161
33,161
34,166
35,160
33,164
30,164
30,163
30,166
30,172
27,177
25,170
25,176
25,179
25,182
22,191
26,200
27,197
27,209
23,205
23,207
20,215
22,223
29,219
29,215
32,210
35,203
34,208
32,213
33,211
32,212
32,208
34,203
37,203
35,198
35,194
38,194
35,188
30,191
29,202
29,197
26,193
24,202
26,202
27,198
26,198
26,207
30,204
30,217
29,209
30,194
32,196
34,190
32,188
35,184
34,174
31,181
32,174
31,172
33,163
38,165
34,160
34,158
32,156
34,153
35,153
32,147
33,155
33,158
33,157
30,156
28,156
29,159
27,156
24,163
23,154
24,161
24,163
28,161
24,165
24,164
22,173
23,182
23,184
22,174
26,176
25,176
26,177
28,173
27,179
26,176
25,179
26,177
25,184
26,190
26,193
26,193
27,197
26,189
26,185
31,192
30,187
33,183
34,181
32,182
30,182
28,191
27,191
29,197
32,199
33,203
34,203
35,205
34,208
35,200
34,191
34,194
33,188
32,196
29,197
26,211
27,217
31,215
28,212
29,210
28,219
26,222
24,216
26,223
25,221
26,219
27,220
26,219
24,220
25,220
27,221
18,221
18,222
19,222
19,210
20,200
19,209
18,205
18,208
19,222
18,222
20,215
21,206
22,213
20,219
22,227
18,222
20,222
19,218
18,216
15,213
14,210
13,209
11,215
11,219
8,222
7,220
9,213
10,220
10,215
9,221
8,215
8,215
7,214
7,210
5,212
5,219
5,228
5,228
2,243
2,246
2,245
3,244
3,246
3,244
4,243
5,241
5,229
6,228
6,230
6,226
5,227
5,231
5,227
4,224
5,216
4,208
4,205
4,212
5,207
5,212
6,215
6,218
6,217
5,205
6,206
6,199
5,200
5,196
5,191
5,188
6,184
6,194
6,189
7,187
8,190
8,190
7,192
8,186
7,180
9,172
8,169
8,171
10,167
10,161
9,157
8,155
6,151
7,156
7,159
6,158
4,154
3,156
3,156
3,155
3,150
2,151
2,152
2,153
2,155
2,156
3,148
3,149
3,154
3,159
3,149
3,152
4,153
3,157
3,165
3,168
2,166
2,167
2,162
2,164
2,155
3,154
3,155
3,154
3,157
3,164
2,159
1,166
1,166
1,159
1,168
1,161
1,161
0,167
0,171
0,173
0,170
0,168
0,164
0,163
0,157
0,154
0,156
0,165
0,169
0,168
0,161
0,164
0,161
0,158
0,157
0,154
0,159
0,164
0,159
0,151
0,161
0,169
0,179
0,176
0,175
0,180
0,181
0,172
0,171
0,174
0,175
0,180
0,174
0,181
0,179
0,180
0,182
0,177
0,175
0,168
0,163
0,155
0,154
0,151
0,150
0,153
0,158
0,151
0,155
0,161
0,162
0,156
0,156
0,154
0,159
0,162
0,165
0,160
0,163
0,160
0,162
0,167
0,169
0,166
0,156
0,152
0,150
0,152
0,151
0,155
0,154
0,154
0,151
0,156
0,151
0,153
0,153
0,157
0,154
0,152
0,151
0,153
0,161
0,157
0,154
0,150
0,151
0,154
0,152
0,151
0,151
0,151
0,156
0,153
0,153
0,159
0,162
0,163
0,162
0,163
0,163
0,155
0,160
0,155
0,156
0,161
0,167
0,172
0,163
0,157
0,159
0,158
0,156
0,157
0,153
0,155
0,157
0,154
0,153
0,154
0,152
0,152
0,155
0,152
0,150
0,150
0,161
0,164
0,168
0,165
0,162
0,158
0,157
0,153
0,151
0,153
0,156
0,164
0,164
0,174
0,168
0,166
0,166
0,169
0,166
0,166
0,165
0,170
0,172
0,170
0,173
0,164
0,163
0,170
0,176
0,173
0,172
0,169
0,168
0,170
0,169
0,166
0,164
0,158
0,158
0,151
0,153
0,157
0,165
0,170
0,163
0,158
0,165
0,169
0,170
0,165
0,170
0,170
0,169
0,165
0,166
0,165
0,172
0,167
0,156
0,156
0,152
0,150
0,155
0,154
0,155
0,156
0,150
0,151
0,150
0,153
0,150
0,152
0,157
0,158
0,158
0,154
0,160
0,164
0,163
0,158
0,155
0,155
0,153
0,162
