wild_count,mutant_count
150,50
151,54
142,55
141,56
140,54
145,54
141,57
148,58
153,56
152,58
156,52
150,56
149,60
151,68
156,65
152,68
146,65
151,66
157,62
167,61
172,64
175,61
177,61
172,60
175,58
178,60
188,60
189,56
193,56
188,55
193,57
191,57
184,55
187,49
184,44
180,46
174,45
179,42
186,42
198,40
202,44
202,43
196,40
196,38
191,42
196,37
194,36
196,32
200,33
196,33
191,34
201,33
204,35
200,36
202,38
205,40
210,40
202,39
202,40
207,42
199,40
197,36
196,41
197,41
197,42
195,42
199,39
210,36
211,36
210,39
210,39
210,38
212,38
209,37
201,38
209,33
216,29
208,25
207,23
215,22
217,24
218,26
220,28
208,31
209,30
215,33
216,33
215,35
216,33
203,28
199,26
206,28
203,28
207,27
207,29
213,31
210,32
209,30
207,29
203,28
204,26
221,27
216,28
210,26
216,28
218,25
222,25
221,25
219,25
223,23
223,19
229,16
227,17
228,18
228,18
228,18
231,15
230,13
232,11
221,9
219,9
223,8
221,9
222,8
231,7
242,7
238,6
233,6
240,6
235,6
230,9
211,9
216,7
207,8
198,8
197,9
195,10
193,10
184,10
188,10
185,11
181,14
185,16
193,14
192,15
192,16
192,13
195,13
201,14
196,17
197,17
195,18
187,17
179,16
184,15
183,15
192,16
192,17
191,15
187,15
185,15
181,15
179,16
172,14
175,16
176,15
175,16
167,19
160,23
161,23
162,29
166,27
160,27
162,27
161,25
162,26
153,24
160,22
158,20
156,19
157,19
171,19
165,17
162,16
150,17
155,16
153,14
153,13
160,12
162,13
169,13
177,13
182,14
177,17
184,19
185,19
192,19
183,17
184,17
184,17
183,17
187,17
181,16
184,16
182,17
179,18
179,19
179,16
185,17
194,13
198,13
204,14
211,15
206,16
213,15
209,17
214,20
215,18
204,19
193,19
194,15
188,11
186,12
176,13
177,14
170,13
171,12
179,12
179,12
170,12
172,12
174,12
168,14
160,12
152,12
149,15
145,12
143,11
153,12
147,12
144,12
143,13
146,11
139,11
143,10
142,10
145,10
147,10
147,8
143,8
141,9
142,9
143,9
143,9
141,11
141,10
141,10
140,10
148,11
157,11
162,10
164,11
163,13
164,12
163,10
170,10
174,10
169,10
163,10
162,10
158,9
152,8
151,6
155,5
163,4
162,4
161,4
161,4
159,3
160,4
149,4
152,4
156,4
153,4
156,4
153,4
157,2
163,3
158,3
158,3
155,3
161,5
167,4
170,3
169,3
165,2
169,2
170,3
171,2
174,2
173,1
175,1
180,1
189,0
186,0
189,0
189,0
189,0
187,0
194,0
197,0
185,0
181,0
187,0
188,0
190,0
190,0
185,0
191,0
202,0
210,0
207,0
210,0
206,0
210,0
206,0
208,0
206,0
198,0
192,0
193,0
202,0
201,0
196,0
197,0
195,0
186,0
181,0
184,0
180,0
173,0
170,0
160,0
160,0
157,0
161,0
156,0
159,0
152,0
152,0
152,0
158,0
154,0
150,0
151,0
161,0
159,0
175,0
186,0
190,0
190,0
188,0
187,0
192,0
200,0
212,0
208,0
195,0
179,0
174,0
171,0
180,0
170,0
172,0
163,0
173,0
177,0
171,0
182,0
173,0
172,0
174,0
168,0
164,0
167,0
172,0
174,0
171,0
173,0
169,0
165,0
167,0
165,0
171,0
168,0
167,0
174,0
171,0
172,0
172,0
170,0
171,0
169,0
167,0
169,0
165,0
165,0
180,0
191,0
203,0
207,0
207,0
213,0
206,0
205,0
200,0
205,0
207,0
206,0
206,0
204,0
207,0
202,0
194,0
193,0
190,0
192,0
194,0
193,0
194,0
195,0
201,0
206,0
209,0
210,0
207,0
205,0
204,0
199,0
209,0
209,0
217,0
217,0
215,0
211,0
214,0
214,0
228,0
227,0
224,0
234,0
239,0
249,0
248,0
244,0
236,0
245,0
242,0
238,0
236,0
231,0
227,0
223,0
232,0
233,0
235,0
