wild_count,mutant_count
150,50
143,51
141,50
145,41
149,40
145,42
146,40
140,42
143,42
142,38
138,37
139,39
137,34
130,31
125,31
133,30
133,27
129,27
136,26
135,24
139,24
145,22
150,22
141,18
147,19
147,19
148,20
145,18
144,17
155,15
156,15
154,14
152,16
150,16
164,18
167,19
161,19
158,18
152,15
152,15
142,14
141,14
149,15
145,15
146,17
144,21
141,23
144,25
152,21
145,21
147,23
139,25
130,26
128,26
133,30
134,30
124,29
123,28
125,31
129,32
123,34
119,36
122,34
123,34
126,35
120,32
121,30
121,30
133,29
130,31
129,31
124,30
125,32
122,28
124,27
125,27
125,29
125,28
126,26
129,27
133,27
141,24
134,21
134,24
127,28
134,27
142,28
126,28
130,29
124,28
127,29
121,30
120,30
123,31
124,29
129,29
123,28
125,29
135,29
131,29
126,25
130,25
128,26
129,28
135,26
129,24
130,20
130,23
128,23
132,23
136,22
144,23
144,23
140,23
136,20
147,19
155,17
154,17
156,16
156,20
152,19
153,18
156,19
165,21
170,19
166,19
160,20
166,22
166,23
176,23
170,21
164,20
159,22
169,23
168,19
166,20
163,20
167,21
169,22
170,24
171,25
182,25
178,26
183,26
182,24
169,22
160,23
153,24
152,21
153,22
147,22
143,22
146,24
154,26
159,27
161,26
162,25
159,27
158,29
159,29
162,29
163,28
159,28
159,26
161,25
157,24
159,28
167,27
172,29
160,30
160,32
165,32
169,29
177,27
183,26
188,28
180,29
185,30
181,28
190,26
192,25
186,26
182,26
185,25
189,26
189,27
189,26
186,22
191,22
199,24
197,23
194,24
195,24
209,26
206,28
210,30
211,29
210,30
207,30
220,28
218,25
223,26
219,24
221,24
221,25
223,26
208,25
207,28
205,31
196,27
196,25
194,26
200,27
198,27
200,28
200,30
196,28
201,29
200,30
200,29
198,31
205,30
211,26
208,27
214,26
218,29
213,26
214,31
218,31
214,29
199,30
199,30
194,34
186,38
191,35
196,35
196,36
190,33
192,29
190,28
176,23
177,22
177,22
189,22
190,25
192,26
189,25
192,24
190,25
191,27
195,21
195,22
190,20
190,21
193,22
193,19
199,20
188,17
190,12
185,12
190,15
194,15
191,16
183,18
176,18
174,17
180,17
183,17
185,16
192,15
183,14
188,16
192,16
203,16
206,15
201,15
197,16
205,16
207,16
213,15
214,11
217,11
213,13
220,13
232,14
234,15
232,13
237,11
235,14
237,12
235,12
238,11
239,10
232,11
227,11
238,12
237,11
236,10
243,6
240,5
227,5
228,6
227,8
231,8
228,6
226,6
222,5
226,6
213,6
214,6
210,4
226,4
227,4
226,4
229,4
226,4
216,5
212,6
219,6
229,6
233,7
227,8
218,8
226,7
233,5
223,5
227,5
233,5
221,5
219,6
216,6
219,6
227,7
224,7
219,8
223,7
228,8
230,6
220,7
217,7
220,7
209,7
204,8
206,8
202,8
193,8
186,7
198,8
205,8
196,8
189,8
183,7
182,7
192,7
198,7
201,7
197,7
198,7
199,8
214,8
220,8
217,7
216,8
211,8
211,7
213,8
214,10
215,10
216,9
207,8
213,9
215,9
227,11
230,12
231,13
232,9
233,9
233,7
230,8
229,8
240,9
237,8
240,8
241,8
241,8
238,7
232,8
237,6
220,6
226,5
220,5
230,4
227,4
219,4
228,6
224,7
221,7
223,6
228,5
217,6
211,7
210,7
209,7
202,7
207,6
203,6
202,6
201,7
201,6
212,5
198,5
205,5
203,5
203,6
204,6
200,5
206,6
206,7
210,7
213,6
212,6
214,7
215,6
216,6
209,7
201,7
208,9
208,9
207,8
211,6
217,6
224,7
227,8
228,8
222,8
219,8
219,9
223,7
220,7
219,6
213,6
210,5
218,5
220,5
224,5
225,5
223,5
216,5
217,4
213,4
215,4
214,4
212,3
217,3
216,3
204,4
206,3
212,3
220,3
212,3
204,3
203,4
206,3
202,4
198,4
188,3
192,3
186,3
197,3
196,2
185,2
185,1
182,2
191,1
185,0
179,0
183,0
190,0
187,0
188,0
187,0
187,0
189,0
198,0
205,0
213,0
197,0
197,0
192,0
195,0
198,0
195,0
200,0
194,0
201,0
194,0
191,0
190,0
198,0
196,0
198,0
194,0
204,0
196,0
197,0
198,0
192,0
185,0
189,0
194,0
195,0
189,0
186,0
188,0
181,0
181,0
188,0
186,0
182,0
181,0
185,0
184,0
180,0
174,0
181,0
173,0
178,0
181,0
184,0
185,0
181,0
179,0
181,0
178,0
171,0
169,0
177,0
175,0
184,0
186,0
193,0
193,0
189,0
207,0
206,0
208,0
215,0
211,0
225,0
231,0
235,0
245,0
237,0
231,0
231,0
229,0
221,0
231,0
232,0
228,0
223,0
223,0
216,0
224,0
225,0
227,0
220,0
217,0
211,0
213,0
215,0
216,0
212,0
202,0
201,0
189,0
193,0
189,0
197,0
196,0
202,0
207,0
210,0
210,0
212,0
205,0
201,0
201,0
204,0
205,0
200,0
197,0
195,0
196,0
199,0
203,0
203,0
199,0
188,0
192,0
190,0
184,0
177,0
175,0
182,0
177,0
179,0
168,0
171,0
163,0
158,0
153,0
160,0
163,0
171,0
172,0
168,0
160,0
177,0
166,0
174,0
174,0
173,0
175,0
175,0
173,0
168,0
173,0
186,0
182,0
182,0
177,0
174,0
181,0
182,0
189,0
183,0
178,0
174,0
174,0
174,0
177,0
170,0
176,0
174,0
178,0
181,0
181,0
183,0
188,0
182,0
183,0
178,0
176,0
178,0
179,0
171,0
169,0
165,0
166,0
172,0
173,0
173,0
181,0
177,0
181,0
177,0
176,0
172,0
176,0
178,0
175,0
170,0
174,0
180,0
180,0
190,0
190,0
199,0
197,0
195,0
199,0
196,0
197,0
199,0
200,0
204,0
197,0
198,0
192,0
191,0
194,0
198,0
204,0
204,0
212,0
212,0
203,0
201,0
196,0
199,0
190,0
190,0
184,0
185,0
179,0
181,0
177,0
171,0
170,0
172,0
178,0
180,0
