wild_count,mutant_count
150,50
139,45
140,46
140,48
131,51
131,50
138,50
137,49
135,48
131,47
137,48
133,47
135,48
138,50
129,54
132,55
135,56
133,54
139,52
137,51
141,47
136,51
134,49
135,44
146,43
149,45
142,47
145,48
143,45
138,40
140,40
133,42
136,39
146,35
144,34
137,33
142,37
144,36
142,38
136,40
130,37
121,35
129,32
124,31
132,29
136,34
133,34
133,33
138,35
133,36
133,34
130,37
131,34
130,37
136,40
136,41
140,40
134,36
136,35
134,34
137,33
137,34
131,32
127,35
122,30
125,27
125,29
124,26
131,24
127,25
127,24
126,25
132,23
138,21
132,22
131,21
136,20
143,20
148,18
153,16
155,17
161,15
157,16
155,18
158,22
157,23
154,21
152,23
147,23
133,23
131,23
138,25
134,29
137,31
140,30
147,31
138,32
139,32
134,32
132,33
132,36
142,34
152,35
147,36
144,37
144,34
147,36
148,41
154,40
156,36
158,35
159,36
164,36
170,36
165,35
163,35
159,37
151,35
145,36
146,32
141,36
146,29
143,31
139,30
146,31
142,30
155,32
159,32
162,30
162,29
157,28
152,29
162,27
164,27
172,26
183,27
181,27
187,30
179,32
173,32
169,35
170,33
170,33
173,33
169,33
177,29
180,25
179,23
175,20
175,20
167,20
176,22
170,22
167,22
158,22
159,22
161,21
149,25
143,24
145,24
150,24
156,23
159,22
152,25
152,27
149,28
141,27
149,27
144,29
143,31
137,35
140,32
142,35
138,34
141,35
143,34
146,35
151,28
159,28
164,26
176,26
176,26
180,27
180,26
187,24
190,24
185,22
193,22
181,22
185,18
180,17
180,17
181,18
178,16
187,15
185,13
178,13
181,14
199,15
198,15
196,17
193,16
194,15
202,17
198,17
201,19
199,19
202,18
201,19
202,22
196,24
195,24
196,21
187,22
188,24
183,27
189,26
186,25
180,28
185,27
184,24
188,25
182,25
184,28
183,28
178,29
185,29
175,30
184,31
189,31
192,32
187,34
190,34
201,34
200,38
208,33
204,34
205,37
203,37
197,37
198,35
202,34
196,34
194,28
185,26
178,25
181,26
177,24
174,26
181,26
177,28
173,29
173,29
168,31
170,35
177,32
183,32
188,32
196,32
192,34
189,33
182,31
182,30
180,29
194,28
189,31
190,32
184,30
185,31
179,29
177,33
177,34
180,33
174,31
172,33
171,34
171,35
174,32
179,30
176,31
176,30
180,31
181,31
187,31
191,33
186,29
187,30
182,29
178,25
173,27
171,26
167,22
167,22
165,18
162,17
164,18
163,17
160,17
165,18
164,21
160,24
154,25
150,23
139,25
142,23
146,26
146,26
144,28
141,29
140,30
146,30
149,30
160,33
161,37
164,37
156,32
150,31
149,33
152,35
152,33
145,32
138,34
135,34
135,37
143,37
137,33
135,32
127,29
126,29
128,31
131,31
135,32
144,33
142,34
145,31
147,32
150,30
152,30
156,27
153,26
155,26
159,26
153,24
150,21
149,20
144,20
140,20
143,19
140,19
135,20
132,19
132,19
136,20
143,17
145,13
146,9
151,9
154,8
155,9
163,11
179,10
179,9
173,7
180,7
188,7
201,7
206,9
208,9
221,10
213,12
206,11
208,9
210,9
201,8
195,8
191,8
185,7
180,7
170,7
170,8
161,7
171,8
171,9
174,9
176,8
181,8
173,12
178,10
175,11
178,11
177,11
173,8
178,8
174,6
178,5
181,5
183,4
184,3
178,3
175,3
170,4
175,4
180,3
179,4
172,4
165,5
167,6
155,6
149,6
153,6
149,6
147,6
143,7
149,7
145,8
150,10
147,7
156,7
158,7
165,8
164,8
160,9
156,9
155,9
156,10
155,11
153,10
146,9
148,11
149,12
147,12
145,12
147,13
147,13
138,14
139,14
136,15
140,18
131,20
135,19
133,20
133,20
137,20
135,20
135,18
134,18
133,18
132,19
132,22
132,24
134,25
137,22
136,21
130,22
129,21
133,18
135,19
133,17
136,18
135,19
132,19
133,20
134,19
136,17
140,17
141,19
144,17
147,15
147,16
144,17
150,17
147,16
142,16
142,14
147,13
147,13
150,13
151,12
154,10
150,10
155,12
153,13
142,13
149,14
139,14
148,13
144,13
147,14
147,14
149,16
157,17
152,17
157,17
158,16
155,18
161,18
162,15
155,16
152,17
155,17
154,16
159,17
155,18
156,18
158,16
166,19
165,18
163,18
159,18
160,20
169,22
171,23
178,23
186,22
183,21
178,22
176,29
176,29
178,31
170,32
167,32
159,32
165,32
169,32
161,33
154,35
154,39
151,39
150,37
147,37
146,36
152,36
155,35
161,35
165,38
163,37
161,36
164,38
173,38
182,37
181,38
180,35
173,30
175,30
176,31
182,34
182,30
181,25
183,27
186,24
185,24
186,27
191,29
189,26
186,22
188,19
199,19
202,20
209,21
207,19
203,18
198,17
195,19
198,21
194,20
181,19
187,18
185,18
175,17
181,21
188,20
190,17
197,17
193,18
187,17
177,18
171,17
165,17
168,18
165,19
165,19
165,22
157,20
149,20
147,19
151,17
147,15
155,16
153,17
159,22
162,17
164,18
164,19
163,19
159,17
164,15
161,15
147,14
144,14
143,14
136,15
136,14
136,14
139,17
142,18
143,21
141,22
139,20
145,17
141,18
143,16
148,18
150,19
153,19
155,21
148,18
142,19
134,20
132,19
133,18
136,15
141,13
140,14
143,13
143,13
148,13
141,12
139,13
141,13
144,12
140,12
143,13
143,12
142,12
144,13
139,11
140,12
139,12
143,13
140,11
139,12
144,13
139,17
137,16
133,17
133,18
140,22
139,22
138,26
140,30
145,31
146,31
148,30
147,28
141,30
145,29
146,26
151,25
153,23
145,23
136,24
142,28
139,28
138,29
143,30
142,28
142,28
139,30
128,28
122,28
124,27
124,27
124,28
123,28
124,30
126,31
120,31
120,33
121,32
131,37
141,39
152,43
150,41
151,42
151,43
154,44
161,46
167,46
164,42
167,40
168,39
168,36
167,31
170,30
172,28
172,30
176,29
171,27
167,28
169,27
178,28
174,29
175,28
164,30
160,31
164,35
170,34
169,33
166,34
166,31
168,32
171,30
156,28
153,30
157,30
163,30
160,30
158,34
167,31
171,29
167,27
179,26
180,26
179,28
167,30
175,26
183,25
187,25
191,21
187,19
183,18
177,21
180,22
174,21
168,20
165,21
159,20
163,16
163,17
160,16
158,13
164,12
170,10
171,11
173,11
181,11
189,11
188,12
192,12
196,11
190,10
196,9
195,9
190,9
191,9
187,9
190,11
193,11
190,10
192,12
189,16
189,16
186,16
196,15
201,17
197,18
194,18
196,16
197,15
199,17
197,18
195,15
194,17
202,19
205,22
208,22
211,23
211,24
210,22
208,22
206,22
198,23
192,20
196,19
197,19
205,21
215,19
226,19
229,20
225,19
232,16
230,17
231,17
221,20
217,20
220,18
207,19
207,17
211,16
217,16
207,16
208,16
207,17
204,20
198,19
205,17
192,16
191,16
187,17
182,19
185,19
190,23
186,23
187,24
191,23
190,23
188,24
193,23
198,23
201,23
205,26
212,24
219,23
212,23
215,23
225,24
218,24
215,24
203,23
198,21
191,17
192,19
193,19
199,21
202,21
202,23
200,24
197,22
195,23
174,26
172,24
177,26
170,27
169,29
177,30
176,35
179,36
176,37
172,36
177,36
173,36
163,36
162,39
168,37
170,36
163,37
158,39
151,39
145,36
150,32
146,30
145,27
141,27
146,29
140,32
138,29
140,30
147,30
154,28
154,30
146,30
154,29
153,25
143,25
142,23
144,26
143,26
132,27
127,24
126,25
127,24
131,24
138,26
140,24
137,24
143,22
136,25
131,25
129,25
127,24
129,26
127,27
132,26
133,26
133,27
134,24
135,23
134,21
133,17
141,16
145,15
136,15
138,14
139,17
143,17
143,16
145,19
148,21
140,19
134,18
134,19
135,24
127,26
126,24
126,25
131,26
130,25
134,23
132,21
133,22
134,22
137,21
135,20
132,20
135,17
138,20
139,22
137,22
138,22
141,21
142,24
146,20
142,16
138,14
139,14
141,13
146,12
145,13
145,13
147,15
147,11
143,14
143,16
147,15
144,15
145,15
142,14
139,12
143,13
142,11
141,13
142,16
139,16
136,15
137,16
138,15
137,14
138,14
146,13
141,12
